Date,Open_AAPL,High_AAPL,Low_AAPL,Close_AAPL,Volume_AAPL,Open_TSLA,High_TSLA,Low_TSLA,Close_TSLA,Volume_TSLA,Open_GOOGL,High_GOOGL,Low_GOOGL,Close_GOOGL,Volume_GOOGL,Open_MSFT,High_MSFT,Low_MSFT,Close_MSFT,Volume_MSFT
2024-09-17,216.31390380859375,159.1376190185547,433.41168212890625,227.8699951171875,216.42366284814068,160.36620665654814,440.08492951868885,234.57000732421875,214.02893954474482,158.1986926846348,430.5431821213062,226.5500030517578,215.27619443719672,158.83795940795798,438.47140586333086,229.4499969482422,45519300,20715600,18874200,66761600
2024-09-18,220.20535278320312,159.62705993652344,429.0890197753906,227.1999969482422,222.22092099435915,160.31627251867317,434.28816840172493,235.67999267578125,217.06226125375574,158.41845358227067,428.6906237541022,226.8800048828125,217.07224903728172,159.67700574881235,433.2622842089649,230.08999633789062,59894900,23677300,18898000,78010200
2024-09-19,228.3673858642578,161.9543914794922,436.9375305175781,243.9199981689453,229.31531179988679,163.602496564332,439.73630274210893,244.24000549316406,224.1367068474718,161.15530422207948,435.15467267064554,232.1300048828125,224.49591687958383,163.52260155578028,439.4673922763036,234.0,66781300,26587700,21706600,102694600
2024-09-20,227.6988525390625,163.40272521972656,433.53118896484375,238.25,232.57811312113958,163.5425643438158,437.4853309751932,243.99000549316406,227.12012443578536,161.87447792027933,432.4853956233,235.9199981689453,229.46496974860833,163.31283190595235,435.47341133704515,241.52000427246094,318679900,40896400,55167100,99879100
2024-09-23,225.97265625,161.6647186279297,431.77825927734375,250.0,228.94610768522742,165.30055091054933,434.7164566201473,250.0,225.31410200503296,161.4849167682097,428.6707276626035,241.9199981689453,226.8407407931877,164.16185660339156,432.5451724016005,242.61000061035156,54146000,24150900,15128900,86927200
2024-09-24,226.8706817626953,162.1042022705078,427.45556640625,254.27000427246094,228.8463445678705,163.03314552379246,431.6188608604207,257.19000244140625,225.2342838755063,160.50604310941137,424.3978231376462,249.0500030517578,228.14786961487798,162.84336059885683,431.2702529601879,254.0800018310547,43556100,23332100,17015800,88491000
2024-09-25,225.8728790283203,161.3051300048828,430.3838195800781,257.0199890136719,226.79085685048213,162.62361092925534,431.38979462226376,257.04998779296875,223.52804884217394,161.11534508030692,426.8579828341436,252.27999877929688,224.43603888049125,161.28514863352729,428.11292879639643,252.5399932861328,42308700,18869200,13396400,65034300
2024-09-26,227.02035522460938,162.543701171875,429.5870056152344,254.22000122070312,227.99819881641105,163.89216177797897,433.5610566850483,261.75,224.9149883158055,162.0942193836139,427.41572154773536,251.52999877929688,226.80083714120576,163.4526630547652,433.3519041012862,260.6000061035156,36636700,20319300,14492000,67142200
2024-09-27,227.2897491455078,163.76231384277344,426.3101501464844,260.4599914550781,229.01596089620384,165.51031051590132,430.1248672217253,260.70001220703125,226.80083496693393,162.44383284910126,425.762359424982,254.1199951171875,227.9582911728241,162.6236194767887,429.7961684722898,257.3800048828125,34026000,21101300,14896100,70988100
2024-09-30,232.4883270263672,165.66014099121094,428.5810241699219,261.6300048828125,232.4883270263672,165.9597853581085,428.70057032593814,264.8599853515625,229.14567760776433,163.0730944402025,423.67072584299484,255.77000427246094,229.53482055042815,163.1330385549028,426.49937695538483,259.0400085449219,54541900,20413900,16807300,80705700
2024-10-01,225.71324157714844,166.79884338378906,419.0094299316406,258.0199890136719,229.14567442683443,168.9663574434244,426.7683189487975,263.9800109863281,223.24866456606327,164.39159857770997,417.13693529272734,248.52999877929688,229.01597026460064,167.49803900926474,426.73844000863045,262.6700134277344,63285000,28338100,19092900,87397600
2024-10-02,226.281982421875,165.67013549804688,415.46368408203125,249.02000427246094,226.8706831083472,167.32823890222443,421.1309565128566,251.16000366210938,222.5302449869956,164.54142416704428,415.0453484935869,241.5,225.39393750024195,166.22949200998104,420.89189457845896,247.5500030517578,32880600,17760200,16582300,93983900
2024-10-03,225.17440795898438,165.67013549804688,414.87603759765625,240.66000366210938,226.3119038145279,166.4492413884297,417.8739927473743,249.7899932861328,222.82957789090332,163.73235383790225,412.63502577299244,237.80999755859375,224.64557310138042,164.22179840650557,415.9616796785687,244.47999572753906,34044200,15073100,13686400,80729200
2024-10-04,226.30194091796875,166.86875915527344,414.39794921875,250.0800018310547,227.49930262356304,168.03741799352926,418.07321108796054,250.9600067138672,223.63780617480538,165.29056599793975,413.3123071245128,244.5800018310547,227.39951613756347,167.8676144263969,416.5692334072243,246.69000244140625,37245100,19047400,19169700,86573200
2024-10-07,221.20315551757812,162.79342651367188,407.9040222167969,240.8300018310547,225.1943712346882,168.2871304607625,415.4437592952022,249.8300018310547,220.84394549402703,162.56369407072728,407.3661708398638,240.6999969482422,224.0069821228032,167.52800594767675,414.3382079936023,249.0,39505400,22463100,20919800,68113300
2024-10-08,225.27420043945312,164.19183349609375,413.0533447265625,244.5,225.4837307412941,164.54142369438745,413.99956190900485,246.2100067138672,222.75973024040246,162.68355229004484,406.5394920239681,240.55999755859375,223.80742742544692,163.75233474045888,409.25856700863125,243.55999755859375,31855700,23072700,19229300,56303200
2024-10-09,229.03591918945312,161.67471313476562,415.7923278808594,241.0500030517578,229.24546472466872,164.65129754460094,418.70067647812056,247.42999267578125,224.33627096325682,159.5571448589351,412.6449477589923,239.50999450683594,224.73538646570117,163.26288934163853,414.19871346026423,243.82000732421875,33591100,31181800,14974300,66289500
2024-10-10,228.53701782226562,161.8944549560547,414.1788024902344,238.77000427246094,228.99601435408132,162.88332710504665,415.68278008253634,242.7899932861328,226.67112924406288,160.21637027061266,411.4995460461954,232.33999633789062,227.27979028338342,160.6858334406201,413.5712539026246,241.80999755859375,28183500,14144100,13848400,83087100
2024-10-11,227.05029296875,163.05313110351562,414.65692138671875,217.8000030517578,228.9062089337624,163.7123639633056,415.46368322393135,223.33999633789062,226.84074743911052,161.05542066959453,411.59917791222887,214.3800048828125,228.79644988971887,161.94440120303656,414.4776477330423,220.1300048828125,31759200,15344300,14144900,142628900
2024-10-14,230.79205322265625,164.7711639404297,417.46563720703125,219.16000366210938,231.22110160659443,166.03969909717978,422.34605664401147,221.91000366210938,228.09798564307096,163.21293699316715,415.8520832387316,213.74000549316406,228.19775690140833,163.45266773305087,416.1010845405741,220.1300048828125,39882100,19016100,16653100,86291900
2024-10-15,233.33645629882812,165.27059936523438,417.0672302246094,219.57000732421875,236.9684620133565,167.48804403838992,420.7923105426525,224.25999450683594,231.85969551276995,164.44154766375664,413.60115139482065,217.1199951171875,233.0969778733182,165.6002081913426,420.4934907291295,220.00999450683594,64751400,20247200,18900200,62988800
2024-10-16,231.27099609375,164.97093200683594,414.45770263671875,221.3300018310547,231.61024577942743,165.61019873881125,414.6967341717602,222.82000732421875,229.33525401328018,163.55255942155696,408.84024879356656,218.92999267578125,231.09139869260778,164.34164834019793,413.51151588006746,221.39999389648438,34082200,16406000,15508900,49632800
2024-10-17,231.6401824951172,162.74346923828125,415.0553283691406,220.88999938964844,233.3364614020046,166.179533539939,420.81223776702603,222.0800018310547,230.0137723986246,162.5736656844729,413.92983752079977,217.89999389648438,232.9173703418766,165.54026682623436,420.6727824355961,221.58999633789062,32993800,21453400,14820000,50791800
2024-10-18,234.48391723632812,163.23292541503906,416.4895324707031,220.6999969482422,235.66131853389138,164.52145724074808,417.97357047210465,222.27999877929688,233.4960858911256,162.89331828319396,414.59712869532103,219.22999572753906,235.66131853389138,163.0031929718876,415.4736181228242,220.7100067138672,46431500,19757700,17145300,49611900
2024-10-21,235.96067810058594,163.88218688964844,417.1070861816406,218.85000610351562,236.32987592195377,164.3116873279236,417.2863598354636,220.47999572753906,233.9351372634737,162.43383459552447,412.09718088424023,215.72999572753906,233.9351372634737,162.76345865438103,414.457708513249,218.89999389648438,36254500,20946500,14206100,47329000
2024-10-22,235.342041015625,164.95095825195312,425.8022155761719,217.97000122070312,235.70125104779564,165.5802419476502,428.85992860317606,218.22000122070312,232.08920560922664,162.79342721641044,416.3700446113444,215.25999450683594,233.376366009758,162.79342721641044,416.8182287379404,217.30999755859375,38846600,16568100,25482200,43268700
2024-10-23,230.25323486328125,162.59365844726562,422.9038391113281,213.64999389648438,234.62362105235994,165.63018698109346,429.3579337373482,218.72000122070312,227.25982300232985,161.74462537741965,420.8421009299413,212.11000061035156,233.56595129753524,164.57138759989343,429.13881136450993,217.1300048828125,52287000,18280500,19654400,80938900
2024-10-24,230.0636749267578,162.53372192382812,423.0332946777344,260.4800109863281,230.3131259260407,163.14302421507978,424.2783011634291,262.1199951171875,227.90841463888628,160.82567279873874,420.71258556682636,242.64999389648438,229.47495899723685,162.64359660721192,423.6308734743349,244.67999267578125,31109500,22412500,13581600,204491900
2024-10-25,230.9018096923828,165.080810546875,426.43963623046875,269.19000244140625,232.7078323586645,165.4004362996681,430.79217425375066,269.489990234375,229.0658541264054,163.2329222477887,424.8659613297776,255.32000732421875,229.23547896644118,163.48263605894513,425.0552047565001,256.010009765625,38802300,19828900,16899100,161611900
2024-10-28,232.88743591308594,166.52914428710938,424.8858947753906,262.510009765625,234.21451699403664,168.55681917401554,430.21452917811945,273.5400085449219,232.03931169048735,163.76231104702376,424.59704472930554,262.239990234375,232.80762499530724,168.55681917401554,429.93564891158985,270.0,36087100,32138600,14882400,107653600
2024-10-29,233.15684509277344,169.48574829101562,430.2244873046875,259.5199890136719,233.815399347975,170.18495914581706,431.43961494644003,264.9800109863281,231.8098189074392,166.89871690047832,424.09903059516625,255.50999450683594,232.58810476348472,167.5379836387061,426.29025434116863,264.510009765625,35417200,42169000,17644100,80521800
2024-10-30,229.5946807861328,174.26028442382812,430.8021545410156,257.54998779296875,232.95727501758805,181.8116272766613,436.7483071680008,263.3500061035156,229.04588560251634,173.86073320012326,430.3738795735308,255.82000732421875,232.09916306464564,180.47314972890098,435.69254402246366,258.0400085449219,47070900,68890800,29749100,53993600
2024-10-31,225.4138946533203,170.91412353515625,404.72674560546875,249.85000610351562,229.325284321648,176.61759375547854,414.4975548257246,259.75,224.8750719925984,170.80424884729752,404.67692710480617,249.25,228.83635490362704,172.93181542068857,413.70073237613923,257.989990234375,64370100,44769000,53971000,66575300
2024-11-01,222.42047119140625,171.09390258789062,408.73065185546875,248.97999572753906,224.8551151455125,172.1227374784499,413.8401634297127,254.0,219.78626950218685,168.68667310994414,405.87212177522963,246.6300048828125,220.48472918772245,169.87531325104803,407.3760993641267,252.0399932861328,65276700,31796500,24230400,57544800
2024-11-04,221.52244567871094,169.0462646484375,406.8282775878906,242.83999633789062,222.3007315284092,170.53454918701203,408.78046967487955,248.89999389648438,219.2275088130919,167.81766174152193,403.9498383507318,238.8800048828125,220.5046966292777,169.7354619545759,408.1629209153218,244.55999755859375,44944500,21492700,19672300,68802400
2024-11-05,222.95928955078125,169.5457000732422,409.8163146972656,251.44000244140625,223.45819152571042,170.33478903527796,413.24257521436044,255.27999877929688,220.65436486265338,168.64672117984685,406.4498120639611,246.2100067138672,221.31291912362707,169.2360421349021,406.73866209939297,247.33999633789062,28111300,18242100,17626000,69282500
2024-11-06,222.23089599609375,176.3079376220703,418.50146484375,288.5299987792969,225.5735453041769,176.73745331219902,418.77040570560524,289.5899963378906,220.7042571772517,173.30138875645662,408.8800507986786,275.6199951171875,222.12113695305962,173.60104838470335,410.77248502778195,284.6700134277344,54561100,33695500,26681800,165228700
2024-11-07,226.98043823242188,180.5430908203125,423.73052978515625,296.9100036621094,227.37956894750107,180.87271488977294,425.1448706929316,299.75,224.0768403097807,176.9871684826014,418.2027124984046,285.5199890136719,224.13670611072257,177.20691786224168,419.5971138468432,288.8900146484375,42137700,25352900,19901800,117309200
2024-11-08,226.7107391357422,178.14584350585938,420.85205078125,321.2200012207031,228.4088689967903,180.69291225137096,424.7962229099081,328.7099914550781,226.16134014604208,177.87614831538193,420.095077093531,297.6600036621094,226.92049995960826,180.44319843386418,423.6209440547306,299.1400146484375,38328800,22006200,16891400,204782800
2024-11-11,223.98373413085938,180.1435546875,416.34014892578125,350.0,225.45212091614073,180.3433226939525,423.11297221775334,358.6400146484375,221.25673663335022,178.26570189593804,414.3381687204943,336.0,224.7528927426808,178.37557658568522,420.83211176857736,346.29998779296875,42005600,17450400,24503300,210521600
2024-11-12,223.98373413085938,181.41207885742188,421.340087890625,328.489990234375,225.34224111445195,182.28109325658866,422.744458901271,345.8399963378906,223.11469448970428,179.18463600062077,415.533390819855,323.30999755859375,224.30339000560164,179.61415166757834,416.57918414479684,342.739990234375,40398300,25134900,19401200,155726000
2024-11-13,224.8727569580078,178.67523193359375,423.50146484375,330.239990234375,226.4010754152989,180.75285268181247,427.61494119189337,344.6000061035156,222.5153482196322,178.3356095653103,416.5393671420712,322.5,223.76397540644066,180.25342505699032,419.9556884147255,335.8500061035156,48566200,23184000,21502200,125405600
2024-11-14,227.9693603515625,175.37899780273438,425.1846923828125,311.17999267578125,228.61864039722624,178.6152941368307,426.4595778768523,329.9800109863281,224.7528954725484,174.12044573791286,418.3222016749388,310.3699951171875,224.77287777547028,178.0759037938209,423.30222788535474,327.69000244140625,44923900,31007500,30246900,120726100
2024-11-15,224.7528839111328,172.29254150390625,413.3421936035156,320.7200012207031,226.67077335813082,173.9406465119526,421.1110226744225,324.67999267578125,224.023689933323,171.02399111342126,411.98764100476023,309.2200012207031,226.15134020310103,173.5311122159291,418.14294637599176,310.57000732421875,47923700,32504600,28247600,114440300
2024-11-18,227.7695770263672,175.0993194580078,414.0991516113281,338.739990234375,229.4876892234719,175.23915857623498,416.72858966014985,348.54998779296875,224.92270099550518,172.70205783527248,410.45376875637714,330.010009765625,225.00261496304853,173.2214668063966,413.21269235073834,340.7300109863281,44686000,20206600,24742000,126547500
2024-11-19,228.02928161621094,177.9160919189453,416.1210632324219,346.0,229.90722171238716,178.66523335503967,416.270457948444,347.3800048828125,226.41106572007726,173.3613144261031,409.90596948487496,332.75,226.73070634208972,173.52113492372038,411.45973532284427,335.760009765625,36211800,23434900,18133500,88852500
2024-11-20,228.7484893798828,175.77853393554688,413.8302001953125,342.0299987792969,229.67746064503265,177.47658472831748,415.62302783332285,346.6000061035156,225.64190448211673,173.58105554247194,408.93981090505724,334.29998779296875,227.80951934283004,177.13697761802752,415.2046922657536,345.0,35169600,18997100,19191700,66340700
2024-11-21,228.26902770996094,167.4381103515625,412.0437927246094,339.6400146484375,229.90722593821596,173.93066947333787,418.9399686403921,347.989990234375,225.46211628612434,163.51260129552495,409.4689690149979,335.2799987792969,228.6286329426038,173.70092179220046,418.6605301722443,343.80999755859375,42108300,59734400,20780200,58011700
2024-11-22,229.61753845214844,164.57138061523438,416.16552734375,352.55999755859375,230.46661102927646,166.26944668285782,416.56472079906104,361.5299987792969,227.80952873867182,163.7123645160949,410.2374116400306,337.70001220703125,227.80952873867182,165.66014438880168,410.5467888521348,341.0899963378906,38168300,38604600,24814600,89140700
2024-11-25,232.61424255371094,167.45806884765625,417.95196533203125,338.5899963378906,232.99383009111634,168.43695792128977,420.23736087052777,361.92999267578125,229.48769048234254,165.4204109377555,414.0198472532827,338.20001220703125,231.2058026888721,165.8998571680873,417.54278213072394,360.1400146484375,90152800,33135300,27691100,95890900
2024-11-26,234.8018341064453,168.9263916015625,427.133544921875,338.2300109863281,235.31128373473052,169.62560245554164,428.18146205416855,346.9599914550781,233.07373841155265,167.38816125371517,418.01185069672323,335.6600036621094,233.07373841155265,167.43810706347386,418.75036014607525,341.0,45986200,20486700,23458900,62295900
2024-11-27,234.67198181152344,169.03627014160156,422.1435546875,332.8900146484375,235.43115689965902,169.28598395476882,426.37509083138485,342.54998779296875,233.55321672420507,167.8276638210122,421.17549451394376,326.5899963378906,234.21249554010248,168.80653770105775,424.2593075311874,341.79998779296875,33498400,19266500,18332400,57896400
2024-11-29,237.06935119628906,168.756591796875,422.61260986328125,345.1600036621094,237.5488197625333,169.236038050321,424.0297817162198,345.45001220703125,233.71304074851764,166.96864760176737,416.9639323784013,334.6499938964844,234.55211454995276,168.30710998168675,419.24935840992123,336.0799865722656,28481400,14257200,16271900,37167600
2024-12-02,239.3268585205078,171.29368591308594,430.1175842285156,357.0899963378906,240.52553753151284,171.88300683066288,432.13353107658475,360.0,236.89953466637493,168.37703052095557,420.4669212999132,351.1499938964844,237.00941446483552,168.5767985152317,420.72641076442574,352.3800048828125,48137100,23789100,20207200,77986500
2024-12-03,242.3834991455078,171.1438446044922,430.3371276855469,351.4200134277344,242.49337894569658,172.4823069012363,431.60457529422956,355.69000244140625,238.6376176509325,170.65441531581507,426.88402964452257,348.20001220703125,239.54662188503684,171.29368202779142,428.9798333762607,351.79998779296875,38861000,22248700,18302000,58267200
2024-12-04,242.74310302734375,174.17037963867188,436.544677734375,357.92999267578125,243.84190102311462,174.70976999200622,438.79017518476684,358.1000061035156,240.9850414761411,170.86417130279446,431.7642546343851,348.6000061035156,242.60325739533934,170.95406461457648,432.1634480898198,353.0,44383900,31615100,26009400,50810900
2024-12-05,242.7730712890625,172.44236755371094,441.7342529296875,369.489990234375,244.2714238935446,175.858450636237,443.770179142923,375.42999267578125,241.86408229295347,172.13272486876673,435.2971785217715,359.5,243.72204013219255,175.15925501840792,437.0436765362191,359.8699951171875,40033900,21356200,21697800,81403600
2024-12-06,242.5732879638672,174.510009765625,442.682373046875,389.2200012207031,244.3613305629988,174.8795813358406,445.2073090094776,389.489990234375,241.8141281502541,171.6632661685559,440.88595677867977,370.79998779296875,242.6432183998472,171.83306973436635,441.4148949698492,377.4200134277344,36870600,21462400,18821000,81455800
2024-12-09,246.47900390625,175.3699951171875,445.12744140625,389.7900085449219,246.96847124510987,176.25999450683594,447.4328163406456,404.79998779296875,241.48449521514058,173.64999389648438,439.6184986530788,378.010009765625,241.56440918324205,173.9600067138672,441.7143023543043,397.6099853515625,44649200,25389600,19144400,96359200
2024-12-10,247.4978790283203,185.1699981689453,442.4428405761719,400.989990234375,247.93739821602466,186.36000061035156,448.7202622082635,409.7300109863281,245.0705399660552,181.0500030517578,440.71632196493806,390.8500061035156,246.61884065291167,182.85000610351562,443.500747434082,392.67999267578125,36914800,54813000,18469500,97563600
2024-12-11,246.2192840576172,195.39999389648438,448.0915222167969,424.7699890136719,250.52454792031958,195.61000061035156,449.4488165759074,424.8800048828125,245.98952569372008,184.85000610351562,443.1614051498909,402.3800048828125,247.68767076725757,185.30999755859375,443.1614051498909,409.70001220703125,45205800,67894100,19200200,104287600
2024-12-12,247.68768310546875,191.9600067138672,448.6603698730469,418.1000061035156,248.46682524629017,195.17999267578125,455.24716851093444,429.29998779296875,245.41017310687806,191.7100067138672,448.2112581986308,415.0,246.61885092340057,195.0,448.2112581986308,424.8399963378906,32777500,34817500,20834800,87752200
2024-12-13,247.85748291015625,189.82000732421875,446.37493896484375,436.2300109863281,249.01619729452798,192.72999572753906,450.5266178755225,436.29998779296875,245.96955931284188,189.63999938964844,444.6883184556146,415.7099914550781,247.54782582286595,191.00999450683594,447.5426110314286,420.0,33155300,25143500,20177800,89000200
2024-12-16,250.7642822265625,196.66000366210938,450.6863098144531,463.0199890136719,251.10392039685559,199.0,451.27512549789225,463.19000244140625,247.3780059899919,192.6199951171875,444.38893932865295,436.1499938964844,247.71764416028498,192.8699951171875,446.37494735046533,441.0899963378906,51694800,44934900,23598800,114083800
2024-12-17,253.20159912109375,195.4199981689453,453.5505676269531,479.8599853515625,253.5512208135588,201.4199981689453,454.3789237624039,483.989990234375,249.50566587259755,194.97999572753906,448.67036888572403,457.510009765625,249.80533943156328,197.25,450.10748972576295,475.8999938964844,51356400,43504000,22733500,131223000
2024-12-18,247.77757263183594,188.39999389648438,436.5147399902344,440.1300048828125,254.0007260278641,197.0,451.7441820228141,488.5400085449219,247.46791553993853,187.74000549316406,436.1454548251872,427.010009765625,251.88305927654196,195.22000122070312,450.4168569277278,466.5,56774100,34166100,24444500,149340800
2024-12-19,249.51565551757812,188.50999450683594,436.15545654296875,436.1700134277344,251.72323503929724,193.02999877929688,442.29314366547726,456.3599853515625,246.81862390484895,188.3800048828125,435.4468858542376,420.0199890136719,247.22817727073837,191.6300048828125,440.73626782337294,451.8800048828125,60882300,32265200,22963700,118566100
2024-12-20,254.21051025390625,191.41000366210938,435.726318359375,421.05999755859375,254.71994465608725,192.88999938964844,442.85201454579715,447.0799865722656,245.42017186050566,185.22000122070312,427.7722660445124,417.6400146484375,247.76758181309805,185.77999877929688,432.2432815476765,425.510009765625,147495300,63462900,64263700,132216200
2024-12-23,254.98965454101562,194.6300048828125,434.3790283203125,430.6000061035156,255.36922684225433,195.10000610351562,436.7742196281346,434.510009765625,253.17164603591402,190.14999389648438,431.96385754199804,415.4100036621094,254.49020366493687,192.6199951171875,435.86603695951885,431.0,40858800,25675000,19152500,72698100
2024-12-24,257.91644287109375,196.11000061035156,438.4508361816406,462.2799987792969,257.92641115938613,196.11000061035156,438.7203153724094,462.7799987792969,255.0096198916901,193.77999877929688,433.32113775673025,435.1400146484375,255.2094124344067,194.83999633789062,433.7802087154167,435.8999938964844,23234700,10403300,7164500,59551800
2024-12-26,258.7355041503906,195.60000610351562,437.2332763671875,454.1300048828125,259.81433504408284,196.75,440.0576302640168,465.3299865722656,257.34704665632455,194.3800048828125,435.7562575113133,451.0199890136719,257.90642916266114,195.14999389648438,438.20133650274425,465.1600036621094,27237100,12046600,8194200,76366400
2024-12-27,255.30929565429688,192.75999450683594,429.66845703125,431.6600036621094,258.41589596104086,195.32000732421875,434.3490742197977,450.0,252.78207543596488,190.64999389648438,425.49682901810996,426.5,257.54682582842287,194.9499969482422,433.73031978660106,449.5199890136719,42355300,18891400,18117700,82666800
2024-12-30,251.9230194091797,191.24000549316406,423.9798583984375,417.4100036621094,253.22159473829512,192.5500030517578,426.6944166190143,427.0,250.47461491371794,189.1199951171875,421.05572893712207,415.75,251.95298524244893,189.8000030517578,425.2074080072107,419.3999938964844,35557500,14264700,13158700,64941000
2024-12-31,250.1449737548828,189.3000030517578,420.6565246582031,403.8399963378906,253.00183336212825,191.9600067138672,425.8760697244736,427.92999267578125,249.15605553782555,188.50999450683594,419.81820926028456,402.5400085449219,252.16275955239965,191.0800018310547,425.24732556190753,423.7900085449219,39480700,17466900,13246500,76825100
2025-01-02,243.5821990966797,189.42999267578125,417.74237060546875,379.2799987792969,248.826433311358,192.0,425.2174031564215,392.7300109863281,241.55442975303322,187.5,414.01985416103116,373.0400085449219,248.65660659999048,190.64999389648438,424.67847521686525,390.1000061035156,55740700,20370800,16896500,109710700
2025-01-03,243.0927276611328,191.7899932861328,422.5028381347656,410.44000244140625,243.91181916074598,193.2100067138672,423.1814700735548,411.8800048828125,241.624340886356,189.97999572753906,418.7004647827294,379.45001220703125,243.0927276611328,191.3699951171875,420.2373611517797,381.4800109863281,40244100,18596200,16662900,95423300
2025-01-06,244.73092651367188,196.8699951171875,426.99383544921875,411.04998779296875,247.05836939894766,198.22000122070312,433.450889550372,426.42999267578125,242.93290033169586,193.85000610351562,424.6285829292995,401.70001220703125,244.04168187374515,193.97999572753906,427.1435291929144,423.20001220703125,45045600,29563600,20573600,85516500
2025-01-07,241.94400024414062,195.49000549316406,421.5247802734375,394.3599853515625,245.28032844029428,201.0,429.7882097463078,414.3299865722656,241.08494412707995,194.60000610351562,419.957914728963,390.0,242.71314361950866,197.11000061035156,428.1415176926379,405.8299865722656,40856000,26487200,18139100,75699500
2025-01-08,242.43344116210938,193.9499969482422,423.7104187011719,394.94000244140625,243.44234164075266,196.2899932861328,426.11559975123726,402.5,239.78635773622742,192.3800048828125,420.69647292951623,387.3999938964844,241.65429905026372,192.57000732421875,422.61261379874435,392.95001220703125,37628900,24864800,15054600,73038800
2025-01-10,236.58987426757812,192.0399932861328,418.11163330078125,394.739990234375,239.8962364632009,196.52000427246094,423.86008600637365,399.2799987792969,232.74409661721964,190.30999755859375,414.1894746460312,377.2900085449219,239.7463920626497,194.3000030517578,423.7802594986814,391.3999938964844,61710900,26665200,20201100,62287300
2025-01-13,234.14256286621094,191.00999450683594,416.35516357421875,403.30999755859375,234.41227060505477,191.17999267578125,417.66253969684465,403.7900085449219,229.46771001708314,187.36000061035156,411.4649750549722,380.07000732421875,233.27352322575203,190.07000732421875,414.4090535363967,383.2099914550781,49630700,21823700,17604800,67580500
2025-01-14,233.02378845214844,189.66000366210938,414.8382263183594,396.3599853515625,235.8606656353981,191.97999572753906,418.9000587938386,422.6400146484375,232.21468051006943,188.30999755859375,409.89811945983064,394.5400085449219,234.49217517741417,191.24000549316406,416.9739281792526,414.3399963378906,39435300,17174900,16935900,84565000
